Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Variance to Budget
718,8/13/11 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,150,-10,-70,140,209,"1,811",-20,64,-105,189,85,35%
817,8/14/11 0:00,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,70,40,120,55,336,74,18,28,129,46,8%
325,8/15/11 0:00,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,43,363,64,13,27,107,37,7%
408,8/16/11 0:00,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,130,110,210,100,822,145,28,106,245,39,17%
707,8/17/11 0:00,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,170,230,170,400,209,969,247,64,162,456,85,14%
805,8/18/11 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,60,90,60,150,78,593,100,25,62,178,38,19%
303,8/19/11 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,54,337,67,20,13,121,54,21%
815,8/20/11 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,460,117,22,83,198,34,16%
740,8/21/11 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,120,70,190,88,653,134,29,73,222,61,17%
719,8/22/11 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,70,40,120,63,965,75,19,34,138,41,15%
630,8/23/11 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,90,40,140,68,559,102,22,49,170,53,21%
937,8/24/11 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,140,90,230,112,502,155,34,97,267,58,16%
303,8/25/11 0:00,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,60,40,90,46,608,60,15,32,106,28,18%
904,8/26/11 0:00,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,60,50,90,34,821,51,9,30,85,21,-6%
781,8/27/11 0:00,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,50,40,80,30,820,45,8,26,75,19,-6%
585,8/28/11 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,100,160,130,260,100,822,145,28,105,245,40,-6%
631,8/29/11 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,90,150,120,240,91,777,132,25,95,223,37,-7%
754,8/30/11 0:00,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,50,80,60,130,49,779,72,13,47,121,25,-7%
781,8/31/11 0:00,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,30,20,50,21,454,32,5,16,53,16,6%
212,9/1/11 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,80,130,100,210,81,460,117,22,83,198,34,-6%
805,9/2/11 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,90,80,150,91,777,132,25,96,223,36,49%
530,9/3/11 0:00,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,80,70,130,81,460,117,22,83,198,34,52%
415,9/4/11 0:00,West,Major Market,Green Tea,Leaves,Tea,California,Regular,40,70,40,110,68,559,102,22,48,170,54,55%
319,9/5/11 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,21,614,28,6,9,49,19,-2%
660,9/6/11 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,80,90,50,170,76,965,91,23,47,167,44,-2%
414,9/7/11 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,120,80,200,83,433,112,27,58,195,54,-3%
712,9/8/11 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,688,43,0,32,43,11,-14%
573,9/9/11 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,80,60,130,45,777,67,12,44,112,23,-14%
715,9/10/11 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,45,605,58,14,32,103,26,-14%
475,9/11/11 0:00,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,70,40,110,51,311,68,16,24,119,44,8%
318,9/12/11 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,60,90,70,150,49,779,72,13,48,121,24,-19%
505,9/13/11 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,110,50,10,160,93,840,40,28,-11,133,51,-17%
405,9/14/11 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,60,50,90,30,820,45,8,25,75,20,-17%
225,9/15/11 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,60,40,90,46,388,68,14,31,114,37,27%
505,9/16/11 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,40,10,70,37,195,51,12,12,88,39,26%
580,9/17/11 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,70,120,80,190,88,653,134,29,74,222,60,17%
775,9/18/11 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,28,964,33,8,4,61,29,-13%
503,9/19/11 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,80,50,130,43,363,64,13,28,107,36,-18%
435,9/20/11 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,100,120,70,220,80,494,98,30,34,178,64,-19%
206,9/21/11 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,170,70,280,95,554,132,86,17,227,115,-19%
775,9/22/11 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,17,776,26,4,10,43,16,8%
503,9/23/11 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,150,160,100,310,162,"1,091",163,45,93,325,70,5%
435,9/24/11 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,70,50,110,47,821,68,13,43,115,25,5%
206,9/25/11 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,60,80,60,140,69,965,82,21,39,151,43,8%
515,9/26/11 0:00,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,20,10,40,19,820,28,5,11,47,17,18%
920,9/27/11 0:00,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,57,313,70,21,16,127,54,-2%
515,9/28/11 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,964,33,8,3,61,30,2%
573,9/29/11 0:00,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,100,50,180,80,494,98,30,35,178,63,-1%
715,9/30/11 0:00,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,130,30,230,95,554,132,86,17,227,115,-1%
563,10/1/11 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,10,40,30,50,17,776,26,4,10,43,16,-14%
660,10/2/11 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,80,60,130,47,821,68,13,43,115,25,-12%
715,10/3/11 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,90,50,170,69,965,82,21,39,151,43,-11%
603,10/4/11 0:00,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,40,70,40,110,49,241,72,15,33,121,39,10%
203,10/5/11 0:00,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,110,160,110,270,116,962,176,38,107,292,69,8%
603,10/6/11 0:00,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,40,70,40,110,50,372,75,16,27,125,48,14%
860,10/7/11 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,60,80,10,140,63,521,87,57,0,150,87,7%
603,10/8/11 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,44,261,63,40,-6,107,69,7%
603,10/9/11 0:00,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,20,40,0,60,29,169,36,11,-9,65,45,8%
504,10/10/11 0:00,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,40,60,50,100,35,776,51,9,30,86,21,-14%
505,10/11/11 0:00,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,60,90,50,150,50,372,75,16,27,125,48,-17%
405,10/12/11 0:00,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,80,60,130,46,608,60,15,33,106,27,-18%
985,10/13/11 0:00,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,50,70,0,120,63,37,87,57,1,150,86,25%
505,10/14/11 0:00,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,30,0,50,29,-39,36,11,-9,65,45,30%
918,10/15/11 0:00,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,90,130,90,220,112,-120,155,34,98,267,57,21%
225,10/16/11 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,70,50,110,49,342,84,15,45,133,39,21%
505,10/17/11 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,60,10,90,44,261,63,40,-6,107,69,19%
580,10/18/11 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,30,30,40,21,454,32,5,16,53,16,33%
971,10/19/11 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,90,30,150,52,433,73,47,-3,125,76,-17%
435,10/20/11 0:00,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,90,110,70,200,76,965,91,23,47,167,44,-17%
775,10/21/11 0:00,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,50,10,90,35,197,44,13,-2,79,46,-12%
503,10/22/11 0:00,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,60,80,30,140,49,399,70,16,8,119,62,-15%
435,10/23/11 0:00,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,80,50,140,51,311,68,16,25,119,43,-15%
509,10/24/11 0:00,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,80,130,90,210,69,340,100,22,54,169,46,-20%
775,10/25/11 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,688,43,0,32,43,11,8%
541,10/26/11 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,60,20,110,54,337,67,20,13,121,54,10%
435,10/27/11 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,40,60,40,100,45,777,67,12,43,112,24,12%
206,10/28/11 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,50,30,90,45,605,58,14,32,103,26,14%
702,10/29/11 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,19,820,28,5,11,47,17,18%
971,10/30/11 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,70,40,120,55,336,74,18,28,129,46,8%
801,10/31/11 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,70,50,110,52,605,67,17,37,119,30,8%
253,11/1/11 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,30,120,57,313,70,21,15,127,55,6%
563,11/2/11 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,300,210,510,252,"1,316",335,83,220,587,115,15%
314,11/3/11 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,261,63,40,-6,107,69,19%
262,11/4/11 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,49,342,84,15,46,133,38,21%
319,11/5/11 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,160,120,260,123,611,178,39,115,301,63,16%
660,11/6/11 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,40,10,110,93,840,40,28,-12,133,52,21%
608,11/7/11 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,49,779,72,13,47,121,25,21%
959,11/8/11 0:00,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,60,70,30,130,80,494,98,30,34,178,64,37%
603,11/9/11 0:00,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,35,197,44,13,-3,79,47,32%
860,11/10/11 0:00,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,50,80,60,130,76,965,91,23,46,167,45,28%
985,11/11/11 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,70,50,110,52,605,67,17,38,119,29,8%
505,11/12/11 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,20,40,19,820,28,5,12,47,16,18%
580,11/13/11 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,70,30,120,57,313,70,21,15,127,55,6%
337,11/14/11 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,100,50,170,80,494,98,30,35,178,63,5%
505,11/15/11 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,30,10,50,28,964,33,8,3,61,30,22%
405,11/16/11 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,90,130,30,220,95,554,132,86,16,227,116,3%
775,11/17/11 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,160,50,260,125,729,173,113,27,298,146,15%
971,11/18/11 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,30,40,40,70,35,777,52,9,31,87,21,24%
435,11/19/11 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,49,241,72,15,34,121,38,21%
253,11/20/11 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,90,160,110,250,116,962,176,38,106,292,70,17%
775,11/21/11 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,240,160,400,191,865,265,63,156,456,109,14%
971,11/22/11 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,60,40,90,46,608,60,15,32,106,28,18%
435,11/23/11 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,70,40,110,50,372,75,16,28,125,47,14%
509,11/24/11 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,40,40,70,35,776,51,9,30,86,21,23%
702,11/25/11 0:00,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,160,110,260,123,611,178,39,115,301,63,16%
435,11/26/11 0:00,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,40,0,110,93,840,40,28,-11,133,51,21%
319,11/27/11 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,200,220,140,420,239,"1,464",239,66,148,478,91,14%
636,11/28/11 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,37,195,51,12,11,88,40,26%
262,11/29/11 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,70,40,100,46,388,68,14,31,114,37,14%
515,11/30/11 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,220,280,160,500,260,"1,423",318,98,186,578,132,16%
314,12/1/11 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,169,36,11,-9,65,45,30%
414,12/2/11 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,63,521,87,57,1,150,86,15%
573,12/3/11 0:00,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,30,-10,60,35,197,44,13,-2,79,46,32%
203,12/4/11 0:00,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,40,80,60,120,47,821,68,13,43,115,25,-4%
603,12/5/11 0:00,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,20,50,19,820,28,5,12,47,16,-6%
475,12/6/11 0:00,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,40,30,60,25,775,37,7,18,62,19,3%
603,12/7/11 0:00,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,688,43,0,32,43,11,8%
702,12/8/11 0:00,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,160,230,160,390,252,"1,316",335,83,219,587,116,51%
503,12/9/11 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,21,454,32,5,15,53,17,77%
435,12/10/11 0:00,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,44,261,63,40,-6,107,69,53%
253,12/11/11 0:00,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,60,40,90,49,342,84,15,45,133,39,48%
775,12/12/11 0:00,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,170,110,320,239,"1,464",239,66,149,478,90,49%
541,12/13/11 0:00,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,100,70,150,88,653,134,29,73,222,61,48%
435,12/14/11 0:00,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,37,195,51,12,11,88,40,76%
253,12/15/11 0:00,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,40,20,70,46,388,68,14,30,114,38,63%
702,12/16/11 0:00,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,260,"3,049",-260,98,-365,26,131,
971,12/17/11 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,110,70,180,112,502,155,34,98,267,57,48%
435,12/18/11 0:00,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,30,10,40,29,169,36,11,-8,65,44,63%
253,12/19/11 0:00,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,63,521,87,57,0,150,87,50%
720,12/20/11 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,110,150,120,260,104,871,152,29,112,256,40,-2%
618,12/21/11 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,130,190,140,320,127,671,185,40,122,312,63,-3%
440,12/22/11 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,53,458,75,48,-2,128,77,-2%
303,12/23/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,70,110,60,180,64,593,96,21,44,160,52,-11%
630,12/24/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,310,210,610,260,"1,559",261,72,165,521,96,-15%
740,12/25/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,70,20,130,53,361,65,20,11,118,54,-9%
321,12/26/11 0:00,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,100,150,100,250,114,555,159,35,100,273,59,9%
863,12/27/11 0:00,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,80,110,70,190,87,472,117,28,62,204,55,7%
956,12/28/11 0:00,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,130,100,230,83,584,107,27,68,190,39,-17%
430,12/29/11 0:00,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,70,110,90,180,86,499,124,24,88,210,36,17%
714,12/30/11 0:00,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,-40,-140,200,195,"1,952",-32,64,-142,163,110,-19%
626,12/31/11 0:00,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,250,330,220,580,263,"1,433",349,86,230,612,119,6%
720,1/1/12 0:00,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,150,120,260,104,821,152,29,111,256,41,-2%
330,1/2/12 0:00,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,70,40,120,52,361,71,17,27,123,44,2%
303,1/3/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,110,80,190,83,584,107,27,68,190,39,0%
630,1/4/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,280,180,480,195,956,270,64,161,465,109,-3%
513,1/5/12 0:00,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,60,30,100,42,384,61,13,24,103,37,3%
303,1/6/12 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,150,120,240,86,499,124,24,88,210,36,-13%
773,1/7/12 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,300,420,300,720,263,"1,433",349,86,230,612,119,-15%
740,1/8/12 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,170,180,120,350,149,"1,156",149,41,84,298,65,-15%
904,1/9/12 0:00,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,90,130,90,220,94,697,141,31,78,235,63,7%
978,1/10/12 0:00,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,60,460,430,520,64,-663,487,21,434,551,53,6%
585,1/11/12 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,280,430,300,710,302,"2,250",454,105,295,756,159,6%
786,1/12/12 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,80,130,40,210,92,599,129,83,17,221,112,5%
413,1/13/12 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,50,60,0,110,53,491,61,48,-16,114,77,4%
646,1/14/12 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,110,-50,-180,60,121,"1,673",-52,109,-195,69,143,15%
339,1/15/12 0:00,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,140,150,100,290,149,"1,156",149,41,84,298,65,3%
212,1/16/12 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,240,290,210,530,260,"1,271",283,72,187,543,96,2%
430,1/17/12 0:00,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,290,350,270,640,235,"1,060",277,72,183,512,94,-20%
254,1/18/12 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,80,50,130,64,-161,96,21,44,160,52,23%
254,1/19/12 0:00,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,80,140,120,220,104,821,152,29,112,256,40,16%
209,1/20/12 0:00,West,Major Market,Amaretto,Beans,Coffee,California,Regular,160,-30,-80,130,127,"1,215",-21,40,-84,106,63,-18%
650,1/21/12 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,380,560,410,940,302,"2,250",454,105,295,756,159,-20%
415,1/22/12 0:00,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,240,260,180,500,260,"1,559",261,72,165,521,96,4%
209,1/23/12 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,110,160,30,270,121,788,168,109,25,289,143,7%
970,1/24/12 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,140,90,260,149,"1,156",149,41,83,298,66,15%
773,1/25/12 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,821,152,29,112,256,40,16%
419,1/26/12 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,20,464,29,5,12,49,17,23%
720,1/27/12 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,10,110,53,458,75,48,-3,128,78,16%
217,1/28/12 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,584,107,27,68,190,39,19%
567,1/29/12 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,29,835,42,8,23,71,19,18%
719,1/30/12 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,60,30,100,52,361,71,17,26,123,45,23%
773,1/31/12 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,871,152,29,112,256,40,16%
941,2/1/12 0:00,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,48,599,62,15,35,110,27,38%
305,2/2/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,30,100,58,338,72,22,17,130,55,30%
857,2/3/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,50,20,90,53,361,65,20,12,118,53,31%
315,2/4/12 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,200,300,200,500,265,"1,613",386,100,252,651,134,30%
239,2/5/12 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,50,80,50,130,78,995,92,24,47,170,45,31%
315,2/6/12 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,170,-20,-90,150,235,"2,169",-37,72,-131,198,94,32%
915,2/7/12 0:00,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,80,50,120,52,361,71,17,27,123,44,2%
512,2/8/12 0:00,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,42,384,61,13,25,103,36,3%
760,2/9/12 0:00,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,140,120,220,104,871,152,29,111,256,41,16%
805,2/10/12 0:00,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,200,250,180,450,235,"1,060",277,72,183,512,94,14%
805,2/11/12 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,90,60,160,83,584,107,27,67,190,40,19%
720,2/12/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,53,361,65,20,12,118,53,18%
847,2/13/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,70,110,80,180,86,499,124,24,88,210,36,17%
234,2/14/12 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,80,120,70,200,94,697,141,31,79,235,62,18%
303,2/15/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,60,30,100,56,992,66,17,27,122,39,22%
815,2/16/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,90,50,140,64,593,96,21,44,160,52,14%
513,2/17/12 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,150,100,240,114,555,159,35,101,273,58,14%
719,2/18/12 0:00,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,602,56,14,30,99,26,24%
352,2/19/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,60,40,90,36,838,53,10,32,89,21,-1%
857,2/20/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,40,30,70,29,835,42,8,22,71,20,1%
518,2/21/12 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,110,160,120,270,104,871,152,29,112,256,40,-5%
716,2/22/12 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,110,160,120,270,104,821,152,29,111,256,41,-5%
